Fecha,T_Media_General,T_Media_Cerro_Prieto,T_Media_El_Cuchillo,T_Media_La_Boca,T.Max_General,T_Max_Cerro_Prieto,T_Max_El_Cuchillo,T_Max_La_Boca,T.Min_General,T_Min_Cerro_Prieto,T_Min_El_Cuchillo,T_Min_La_Boca,V_Media_Viento,Rachas_Max,Presion_Media,Precip_General,Precip_Cerro_Prieto,Precip_El_Cuchillo,Precip_La_Boca,Evap_Cerro_Prieto,Evap_El_Cuchillo,Ciclon_Is,Ciclon_VS,Ciclon_R,Niveles_P,Niveles_NP,Consumo_Clientes_industriales_AMM,Consumo_Clientes_industriales_MNM,Consumo_clientes_industriales_fact,Poblacion,PIB
01/11/2015,19,19575,20425,2025833,32,2431667,2678333,2566667,7,1483333,1406667,14.85,43506,44.4,1018.5,43485,340381,5017351,5383333,3216667,3893333,1,120,150,32183654,58619,NaN,NaN,NaN,4927333.17,17437427
01/12/2015,18,1969355,1980645,1862097,34,2551613,2669355,2532258,6,1387097,1291935,1191935,43626,63,1016.9,43619,1097696,140455,2819355,3670968,4212903,0,0,0,33405005,31778,NaN,NaN,NaN,4931188.72,17437427
01/01/2016,15,1866129,1931452,1798387,32,2541935,2732258,266129,2,1190323,1130645,9354839,43509,50,1020.3,43494,1639171,593879,1080645,4158065,4532258,1,140,165,32888074,40266,NaN,NaN,NaN,4935044.28,17548566
01/02/2016,19,2156897,2207759,207931,34,2746552,3001724,28,2,1567241,1413793,1358621,43628,48.2,1020.3,43586,837931,700708,824138,4541379,527931,0,0,0,31537987,27500,NaN,NaN,NaN,4938899.83,17548566
01/03/2016,23,2245161,2333065,22.75,37,286129,3098387,3075806,5,1629032,1567742,1474194,43511,66.7,1014.4,47.2,1613825,345823,1625806,5177419,5722581,0,0,0,31808592,48519,NaN,NaN,NaN,4942755.39,17548566
01/04/2016,24,2398333,2558333,2464167,35,43584,32.6,3108333,10,1856667,1856667,43514,43599,55.6,1016,45.2,3120476,8316667,4.15,5193333,6.23,0,0,0,33835968,49817,NaN,NaN,NaN,4946610.95,17633899
01/05/2016,27,2503226,2670161,2508065,38,3037097,3359677,3082258,21,1969355,1980645,1933871,43722,NaN,1013.9,93,4119355,3268404,133871,5158065,5587097,0,75,95,"33,898,176
",52002,NaN,NaN,NaN,4950466.5,17633899
01/06/2016,27,2668333,43552,2726667,34,32.6,36.05,34.2,17,2076667,20.55,2033333,43688,NaN,1014.5,58,1836667,0.46,1516667,7.33,7506667,0,81.67,100,35538912,47166,NaN,NaN,NaN,4954322.06,17633899
01/07/2016,0,276371,2915323,2794355,NaN,3379032,3717742,3548387,NaN,2148387,2112903,2040323,43691,NaN,0,36.4,3733641,3000331,2235484,8061321,8958065,0,0,0,37454400,45537,NaN,NaN,NaN,4958177.61,17818757
01/08/2016,0,2666129,28,261129,NaN,3225806,3504839,3183871,NaN,2106452,2095161,203871,43664,NaN,0,128,1910138,488809,1112258,6154839,43531,1,119,144,36832320,43957,NaN,NaN,NaN,4962033.17,17818757
