Fecha,T_Media_General,T_Media_Cerro_Prieto,T_Media_El_Cuchillo,T_Media_La_Boca,T.Max_General,T_Max_Cerro_Prieto,T_Max_El_Cuchillo,T_Max_La_Boca,T.Min_General,T_Min_Cerro_Prieto,T_Min_El_Cuchillo,T_Min_La_Boca,V_Media_Viento,Rachas_Max,Presion_Media,Precip_General,Precip_Cerro_Prieto,Precip_El_Cuchillo,Precip_La_Boca,Evap_Cerro_Prieto,Evap_El_Cuchillo,Ciclon_Is,Ciclon_VS,Ciclon_R,Niveles_P,Niveles_NP,Consumo_Clientes_industriales_AMM,Consumo_Clientes_industriales_MNM,Consumo_clientes_industriales_fact,Poblacion,PIB
01/09/2017,27,26225,2352404,2551667,36,3226667,3025942,31.6,16,2018333,1678866,1943333,43565,NaN,1017,172.1,43619,339286,1006333,6290032,6564444,1,233,268.75,35044531,51980,586198,21555,33064701,5012155.4,18109902
01/10/2017,23,2195161,2358325,2146774,32,281129,3035788,2840323,10,1579032,1680862,1453226,43687,57.4,1018.4,64.9,3872351,2683113,2535484,4758065,6614587,1,143.33,171.67,32855155,143155,532851,19004,29877181,5016010.96,18283188
01/11/2017,20,2125833,235852,2044167,32,2778333,2999361,2748333,10,1473333,1717679,43568,43653,NaN,1019.2,43684,2597143,992857,141705,4476667,6391561,1,95,110,32538240,70573,535823,26353,30241190,5019866.51,18283188
01/12/2017,14,17.75,234879,1723387,28,2301613,2988014,2274194,0,1248387,1709565,1172581,43686,53.7,1022.4,34.2,3703226,581481,1680645,3183871,6592756,0,0,0,31253645,98558,481830,25325,27302636,5023722.07,18283188
01/01/2018,12,NaN,NaN,NaN,27,NaN,NaN,NaN,-2,NaN,NaN,NaN,11,64.8,1025.2,43601,NaN,NaN,NaN,NaN,NaN,0,0,0,31592333,44334,479924,21152,27113858,5027577.62,18515051
01/02/2018,18,NaN,NaN,NaN,31,NaN,NaN,NaN,6,NaN,NaN,NaN,43717,55.6,1018.6,18,NaN,NaN,NaN,NaN,NaN,0,0,0,32240678,35299,491596,23306,27792448,5031433.18,18515051
01/03/2018,23,NaN,NaN,NaN,37,NaN,NaN,NaN,9,NaN,NaN,NaN,43538,55.6,1016.5,43619,NaN,NaN,NaN,NaN,NaN,0,0,0,33384960,37753,474182,21554,26950187,5035288.74,18515051
01/04/2018,22,NaN,NaN,NaN,40,NaN,NaN,NaN,10,NaN,NaN,NaN,14,55.6,1016.2,53.8,NaN,NaN,NaN,NaN,NaN,0,0,0,33249485,35061,562022,22873,32039758,5039144.29,18478476
01/05/2018,27,NaN,NaN,NaN,37,NaN,NaN,NaN,15,NaN,NaN,NaN,14,NaN,1014.3,47.9,NaN,NaN,NaN,NaN,NaN,0,100,120,34301837,40017,545457,29751,31431914,5042999.85,18478476
01/06/2018,28,NaN,NaN,NaN,38,NaN,NaN,NaN,21,NaN,NaN,NaN,15,50,1013.4,82,NaN,NaN,NaN,NaN,NaN,1,0,0,36213005,50108,547839,30919,31982411,5046855.41,18478476
01/07/2018,30,NaN,NaN,NaN,40,NaN,NaN,NaN,21,NaN,NaN,NaN,43508,NaN,1016.9,37.8,NaN,NaN,NaN,NaN,NaN,1,147.5,177.5,36670234,91859,539632,29678,31657021,5050710.96,18569489
01/08/2018,30,NaN,NaN,NaN,38,NaN,NaN,NaN,21,NaN,NaN,NaN,43569,NaN,1016,43545,NaN,NaN,NaN,NaN,NaN,1,80,97.5,37105690,48709,575925,49049,34731858,5054566.52,18569489
01/09/2018,26,NaN,NaN,NaN,37,NaN,NaN,NaN,20,NaN,NaN,NaN,43506,55.6,1015.2,226.9,NaN,NaN,NaN,NaN,NaN,1,118.57,146.43,33036595,60412,538058,45178,32435828,5058422.07,18569489
01/10/2018,21,NaN,NaN,NaN,34,NaN,NaN,NaN,8,NaN,NaN,NaN,11,55.6,1017.3,46.6,NaN,NaN,NaN,NaN,NaN,1,156.25,188.75,31609267,111791,479506,41696,29053253,5062277.63,18581560
01/11/2018,16,NaN,NaN,NaN,32,NaN,NaN,NaN,0,NaN,NaN,NaN,43534,51.9,1019.5,43510,NaN,NaN,NaN,NaN,NaN,0,0,0,33050592,48040,511625,35689,30802253,5066133.19,18581560
01/12/2018,16,NaN,NaN,NaN,31,NaN,NaN,NaN,2,NaN,NaN,NaN,43596,70.4,1019.1,43632,NaN,NaN,NaN,NaN,NaN,0,0,0,31911667,73274,459897,33478,27754723,5069988.74,18581560
01/01/2019,14,NaN,NaN,NaN,28,NaN,NaN,NaN,2,NaN,NaN,NaN,43533,55.6,1021.4,43607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,478796,53132,29540089,5073844.3,18533605
01/02/2019,18,NaN,NaN,NaN,37,NaN,NaN,NaN,4,NaN,NaN,NaN,43534,46.3,1016.8,43679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,460653,31395,27812131,5077699.85,18533605
01/03/2019,19,NaN,NaN,NaN,36,NaN,NaN,NaN,3,NaN,NaN,NaN,43477,55.6,1019.4,38.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,432565,25032,25941375,5081555.41,18533605
01/04/2019,24,NaN,NaN,NaN,38,NaN,NaN,NaN,7,NaN,NaN,NaN,14,50,1013.9,43721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,469689,30194,28199855.19,5085410.97,18537324
01/05/2019,27,NaN,NaN,NaN,40,NaN,NaN,NaN,17,NaN,NaN,NaN,43660,48.2,1011.1,54.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,535232,35016,32339591.9,5089266.52,18537324
01/06/2019,30,NaN,NaN,NaN,41,NaN,NaN,NaN,21,NaN,NaN,NaN,43569,42.6,1014.2,75.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,505824,42810,31310335.55,5093122.08,18537324
01/07/2019,30,NaN,NaN,NaN,40,NaN,NaN,NaN,20,NaN,NaN,NaN,43659,51.9,1015.7,43496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,530967,40768,33778374.97,5096977.64,NaN
01/08/2019,31,NaN,NaN,NaN,40,NaN,NaN,NaN,22,NaN,NaN,NaN,43509,43.7,1014.2,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,587603,38800,37176391.77,5100833.19,NaN
01/09/2019,27,NaN,NaN,NaN,34,NaN,NaN,NaN,20,NaN,NaN,NaN,43567,NaN,1016,166.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,538835,39562,34257033.13,5104688.75,NaN
01/10/2019,25,NaN,NaN,NaN,34,NaN,NaN,NaN,12,NaN,NaN,NaN,43476,59.3,1015.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nan,NaN,NaN,NaN,NaN,5108544.3,NaN
