Fecha,T_Media_General,T_Media_Cerro_Prieto,T_Media_El_Cuchillo,T_Media_La_Boca,T.Max_General,T_Max_Cerro_Prieto,T_Max_El_Cuchillo,T_Max_La_Boca,T.Min_General,T_Min_Cerro_Prieto,T_Min_El_Cuchillo,T_Min_La_Boca,V_Media_Viento,Rachas_Max,Presion_Media,Precip_General,Precip_Cerro_Prieto,Precip_El_Cuchillo,Precip_La_Boca,Evap_Cerro_Prieto,Evap_El_Cuchillo,Ciclon_Is,Ciclon_VS,Ciclon_R,Niveles_P,Niveles_NP,Consumo_Clientes_industriales_AMM,Consumo_Clientes_industriales_MNM,Consumo_clientes_industriales_fact,Poblacion,PIB
01/01/2014,14.00,1697581.00,1803226.00,1748352.00,32.00,2345161.00,2480645.00,2579032.00,1.00,43595.00,1125806.00,9176719.00,43566.00,NaN,1021.9,7,2232719.00,284202.00,2906823.00,4532258.00,4283871.00,0.00,0.00,0.00,31880995.00,97454.00,NaN,NaN,NaN,NaN,"16,508,912"
01/02/2014,17.00,2050893.00,2124107.00,2051786.00,35.00,2642857.00,27625.00,2782143.00,1.00,1458929.00,1485714.00,1321429.00,43688.00,64.8,1017.1,43473.00,492857.00,1832143.00,2.35,4403571.00,4575.00,0.00,0.00,0.00,28089331.00,83376.00,NaN,NaN,NaN,NaN,"16,508,912"
01/03/2014,19.00,1982258.00,2064516.00,2005645.00,35.00,2501613.00,2633871.00,263871.00,3.00,1462903.00,1495161.00,1372581.00,43721.00,64.8,1016.8,43732.00,4223042.00,3736808.00,306129.00,3751613.00,4354839.00,0.00,0.00,0.00,31444416.00,43289.00,NaN,NaN,NaN,NaN,"16,508,912"
01/04/2014,24.00,22225.00,23675.00,22375.00,40.00,2778333.00,2946667.00,2903333.00,8.00,1666667.00,1788333.00,1571667.00,43721.00,51.8,1014.1,43508.00,0.27,477351.00,726667.00,5146667.00,5786667.00,0.00,0.00,0.00,31661366.00,58301.00,NaN,NaN,NaN,NaN,"16,718,643"
01/05/2014,26.00,2366935.00,2492742.00,2395484.00,38.00,2908065.00,3101613.00,3053871.00,11.00,1825806.00,1883871.00,1737097.00,43691.00,NaN,1015.3,71.1,2200461.00,748718.00,967742.00,6232258.00,6458065.00,0.00,0.00,0.00,"33,396,970",66729.00,NaN,NaN,NaN,NaN,"16,718,643"
01/06/2014,29.00,25.15,27.35,2614167.00,40.00,3011667.00,3318333.00,3231667.00,21.00,2018333.00,2151667.00,1996667.00,15.00,NaN,1013.4,68,2451429.00,3557009.00,2373333.00,6.82,7.82,0.00,0.00,0.00,"33,955,200",67593.00,NaN,NaN,NaN,NaN,"16,718,643"
01/07/2014,29.00,2628226.00,2792742.00,2722581.00,40.00,3190323.00,3453226.00,3433871.00,21.00,2066129.00,2132258.00,201129.00,43600.00,55.4,1016.6,48.2,206129.00,1587759.00,1190323.00,7758065.00,8016129.00,1.00,7.67,14.00,"34,998,653",87575.00,NaN,NaN,NaN,NaN,"16,779,940"
01/08/2014,30.00,2674194.00,2817742.00,2741935.00,40.00,326129.00,3487097.00,3491935.00,22.00,2087097.00,2148387.00,1991935.00,43720.00,74.2,1015.4,55.4,972351.00,1645823.00,616129.00,7606452.00,7996774.00,1.00,11.00,19.00,"36,150,365",75763.00,NaN,NaN,NaN,NaN,"16,779,940"
01/09/2014,26.00,2325833.00,2516667.00,43639.00,35.00,2771667.00,3023333.00,28.35,11.00,43695.00,43485.00,18.85,43719.00,NaN,1016.2,221.4,4680953.00,4724018.00,1623667.00,4476667.00,4.97,1.00,9.00,12.50,"32,669,568",92717.00,NaN,NaN,NaN,NaN,"16,779,940"
01/10/2014,24.00,2304032.00,2391935.00,2257258.00,32.00,283871.00,2979032.00,2919355.00,14.00,1769355.00,1804839.00,1595161.00,43686.00,59.3,1016.5,69.3,4456222.00,3046155.00,9677419.00,4380645.00,4841935.00,1.00,6.00,18.33,"33,375,542",128882.00,NaN,NaN,NaN,NaN,"16,966,131"
01/11/2014,16.00,1796667.00,18725.00,1766667.00,29.00,2378333.00,2468333.00,2466667.00,2.00,12.15,1276667.00,1066667.00,43596.00,55.6,1021.1,59.7,30381.00,150342.00,466667.00,3746667.00,3893333.00,0.00,0.00,0.00,"31,127,328",122574.00,NaN,NaN,NaN,NaN,"16,966,131"
01/12/2014,16.00,181371.00,1870968.00,1829032.00,30.00,2267742.00,2332258.00,2387097.00,5.00,1359677.00,1409677.00,1270968.00,43655.00,55.6,1020.3,38.1,4552074.00,2348387.00,383871.00,3109677.00,3583871.00,0.00,0.00,0.00,"31,481,914",97041.00,NaN,NaN,NaN,NaN,"16,966,131"
01/01/2015,12.00,1671774.00,1694355.00,1662097.00,30.00,2201613.00,2212903.00,2217742.00,2.00,1141935.00,1175806.00,1106452.00,43595.00,NaN,1024.1,43732.00,1343318.00,148387.00,1103226.00,2806452.00,3190323.00,0.00,0.00,0.00,31605120.00,104077.00,NaN,NaN,NaN,5131938.00,"17,061,945"
01/02/2015,14.00,1649107.00,1808036.00,16875.00,32.00,2151786.00,24125.00,2239286.00,3.00,1146429.00,1203571.00,1135714.00,43535.00,37.00,1020.6,33.2,614796.00,365019.00,1325.00,3460714.00,3646429.00,0.00,0.00,0.00,"28,902,182",1500.00,NaN,NaN,NaN,4653459.00,"17,061,945"
01/03/2015,17.00,203871.00,2139516.00,2015323.00,30.00,43610.00,2803226.00,2583871.00,5.00,1527419.00,1475806.00,1446774.00,43625.00,48.2,1020.00,84.7,2840093.00,2313896.00,2083871.00,3696774.00,4474194.00,0.00,0.00,0.00,"32,381,856",55751.00,NaN,NaN,NaN,NaN,"17,061,945"
01/04/2015,23.00,2261667.00,23525.00,43488.00,36.00,2773333.00,2948333.00,2893333.00,12.00,43602.00,1756667.00,1726667.00,43627.00,55.6,1014.1,80.9,2861905.00,4150684.00,1933333.00,4203333.00,5273333.00,0.00,0.00,0.00,"31,886,784",107975.00,NaN,NaN,NaN,NaN,"17,240,485"
01/05/2015,25.00,24.00,2570968.00,2432258.00,35.00,2875806.00,3167742.00,29.00,14.00,1924194.00,1974194.00,1964516.00,43597.00,63.00,1014.7,126.4,6982028.00,3726469.00,3019355.00,5593579.00,5912903.00,1.00,0.00,0.00,"34,098,710",117885.00,NaN,NaN,NaN,NaN,"17,240,485"
01/06/2015,27.00,25.00,2714167.00,24925.00,34.00,2991667.00,3328333.00,43706.00,17.00,2008333.00,21.00,43605.00,43478.00,66.7,1015.6,89.7,3764286.00,1916667.00,5563333.00,5626667.00,6266667.00,1.00,95.00,110.00,"34,807,968",116634.00,NaN,NaN,NaN,NaN,"17,240,485"
01/07/2015,29.00,2749194.00,2866129.00,2765323.00,37.00,3354839.00,3593548.00,3420968.00,20.00,2143548.00,213871.00,2109677.00,14.00,NaN,1015.5,43606.00,903226.00,406452.00,703226.00,7719355.00,8151613.00,1.00,95.00,110.00,"37,864,541",76911.00,NaN,NaN,NaN,NaN,"17,446,512"
01/08/2015,29.00,2658065.00,2791935.00,2662097.00,38.00,3269355.00,3540323.00,3358065.00,18.00,2046774.00,2043548.00,1966129.00,43658.00,NaN,1015.3,42.9,1839171.00,1019686.00,1745161.00,6806452.00,7341935.00,1.00,136.67,161.67,"38,523,427",43411.00,NaN,NaN,NaN,NaN,"17,446,512"
01/09/2015,28.00,2513333.00,26725.00,43490.00,36.00,3068333.00,33.9,31.00,16.00,1958333.00,19.55,43515.00,43477.00,44.4,1015.3,64.8,1.92,1640684.00,2953333.00,5623333.00,43561.00,1.00,113.33,105.00,"35,119,008",40093.00,NaN,NaN,NaN,NaN,"17,446,512"
01/10/2015,24.00,2378226.00,2495161.00,2312097.00,38.00,2922581.00,3191935.00,2879032.00,14.00,1833871.00,1798387.00,1745161.00,43536.00,37.00,1016.5,89.4,4602305.00,2155501.00,3990323.00,4212903.00,5306452.00,1.00,250.00,305.00,"34,722,778",76563.00,NaN,NaN,NaN,NaN,"17,437,427"
01/11/2015,19.00,19575.00,20425.00,2025833.00,32.00,2431667.00,2678333.00,2566667.00,7.00,1483333.00,1406667.00,14.85,43506.00,44.4,1018.5,43485.00,340381.00,5017351.00,5383333.00,3216667.00,3893333.00,1.00,120.00,150.00,"32,183,654",58619.00,NaN,NaN,NaN,NaN,"17,437,427"
01/12/2015,18.00,1969355.00,1980645.00,1862097.00,34.00,2551613.00,2669355.00,2532258.00,6.00,1387097.00,1291935.00,1191935.00,43626.00,63.00,1016.9,43619.00,1097696.00,140455.00,2819355.00,3670968.00,4212903.00,0.00,0.00,0.00,"33,405,005",31778.00,NaN,NaN,NaN,NaN,"17,437,427"
01/01/2016,15.00,1866129.00,1931452.00,1798387.00,32.00,2541935.00,2732258.00,266129.00,2.00,1190323.00,1130645.00,9354839.00,43509.00,50.00,1020.3,43494.00,1639171.00,593879.00,1080645.00,4158065.00,4532258.00,1.00,140.00,165.00,"32,888,074",40266.00,NaN,NaN,NaN,NaN,"17,548,566"
